time_sec,node_id,parent_id,rpl_ver,rpl_rank,dis_sent,dio_sent,dao_sent,nbr_dis_rcv,nbr_dio_rcv,nbr_dao_ack_rcv,nbr_fwd_to_me,nbr_fwd_to_others,nbr_fwd_bcast,nbr_rpl_ctrl,nbr_non_rpl_ctrl,nbr_rpl_ver_rcv,nbr_rpl_rank_rcv,nbr_fwd_rpl,nbr_fwd_non_rpl,diff_rpl_rank,diff_rpl_ver,norm_rank_diff,ctrl_to_data_ratio,non_rpl_to_rpl_ratio,rpl_fwd_ratio,non_rpl_fwd_ratio,total_fwd_ratio,label
146.22226,34.500008,16.944448,140.16669,874.83356,167.44447,2774.8894,436.88895,44.16667,544.2779,0.0,536.5001,405.9445,70.11112,310.2223,18.05556,152.83337,1284.7223,3043.0002,97.66668,409.88898,17.333338,0.30813104,11.800379,0.05526236,0.10211884,0.14453477,0.24665363,0
328.0,2.0,4.0,186.0,1841.0,111.0,2573.0,393.0,32.0,862.0,0.0,596.0,744.0,461.0,305.0,304.0,142.0,3238.0,2210.0,1018.0,1397.0,44.0,0.43143916,10.088525,0.9967213,0.13800906,0.29862475,0.4366338,1
336.0,8.0,4.0,240.0,1472.0,647.0,0.0,0.0,33.0,64.0,0.0,67.0,61.0,37.0,80.0,1.0,240.0,2814.0,713.0,5.0,1342.0,0.0,0.4769012,8.0875,0.0125,0.11220197,0.2,0.31220198,1
283.2,37.0,21.600002,168.70001,1628.7001,525.2,222.7,286.9,92.90001,32.0,0.0,18.2,28.0,107.4,8.3,1.6,135.50002,877.5,149.7,14.1,751.2,34.4,0.46155754,132.46725,0.182482,0.055833068,0.13858886,0.19442193,1
317.33334,9.0,8.0,240.0,432.5,1.0,1916.1667,14.166667,1.0,1392.6667,0.0,161.33334,384.5,1319.3334,3.0,185.66667,240.0,260.0,9.666667,372.6667,172.5,0.0,0.39663276,643.77783,61.888885,0.31313133,0.49823493,0.81136626,1
402.6667,5.0,9.0,155.0,980.6667,191.0,367.0,228.33334,48.333336,243.0,0.0,83.333336,691.3334,218.33334,198.0,48.666668,136.66667,933.6667,493.6667,141.0,75.0,49.666668,0.072006956,3.9657981,0.24571827,0.40123218,0.34535885,0.74659103,1
246.40001,34.600002,16.4,127.8,1589.2001,395.4,2311.0,598.4,113.4,248.2,0.0,238.6,194.2,128.0,160.6,3.0,141.40001,1133.2001,2498.6,26.800001,456.0,13.6,0.28857335,20.881634,0.020802235,0.06430536,0.114765696,0.17907104,1
128.0,23.0,22.0,240.0,1312.0,217.0,312.0,210.0,46.0,37.0,0.0,22.0,31.0,65.0,17.0,4.0,240.0,1378.0,306.0,43.0,66.0,0.0,0.047895502,43.47059,0.23529412,0.055555556,0.093023255,0.14857881,0
218.62299,31.770502,35.180332,165.14757,32520.447,301.11484,4837.721,790.2788,51.63935,488.01642,0.0,516.96735,578.5574,61.13117,527.2296,3.6229508,222.19678,5043.427,5410.198,26.77049,27477.023,61.639366,0.8449483,13.133779,0.008624417,0.09893434,0.3326643,0.43159893,0
222.0,9.0,4.0,240.0,432.5,5.0,954.25,8.5,0.0,580.25,0.0,263.75,1283.75,503.75,14.25,734.75,240.0,260.0,14.25,734.75,172.5,0.0,0.3976308,67.84048,51.522617,1.0,1.0,2.0,1
380.0,4.0,7.0,162.5,3875.5,141.0,2542.0,470.5,61.5,926.5,0.0,947.5,1261.5,531.5,490.0,505.5,163.5,1984.5001,3111.0,2187.5,1891.0,10.0,0.48680758,6.4550066,1.033396,0.15744148,0.23112747,0.38856894,0
141.71434,28.321434,12.285716,231.53577,2787.858,188.32144,603.5002,296.2858,41.857155,81.500015,0.0,65.85716,63.32145,74.00002,39.00001,6.2142863,231.53577,1214.072,667.0358,83.071465,1573.786,0.0,0.5646333,33.906902,0.15787041,0.057738915,0.073773175,0.1315121,0
324.36368,9.590911,10.045456,205.72728,2162.591,177.6364,1264.182,454.3182,56.045467,515.54553,0.0,243.04549,415.95456,460.091,135.72733,125.136375,197.8182,1886.0,1299.0914,873.0001,276.591,7.909091,0.12371196,14.306368,0.907493,0.105651796,0.14868605,0.25433785,0
278.0,6.0,44.0,152.0,1973.0,538.5,175.0,168.25,96.25,20.0,0.0,20.0,45.0,100.75,25.0,0.0,178.0,1734.0,152.0,3.0,239.0,26.0,0.121135324,35.27,0.0,0.16447368,0.0,0.16447368,1
211.2941,10.617652,15.058827,137.50005,522.29425,2.9705884,412.14713,29.529417,1.529412,234.20593,0.0,73.26473,66.32354,212.64703,4.794118,44.58825,137.50005,464.82364,49.2059,287.2941,76.4118,0.0,0.12625308,98.27522,10.524163,0.1029491,0.15657414,0.25952324,0
384.0,14.0,11.0,214.33334,5179.0,569.3334,3607.3335,1167.3334,140.33334,250.0,0.0,227.66667,226.33334,165.66667,174.66667,2.0,218.33334,1906.6667,4049.0,51.666668,3272.3335,4.0,0.63173187,30.746466,0.011492804,0.043115687,0.039651975,0.082767665,1
104.0,12.0,31.0,201.0,3965.0,135.0,300.0,228.0,28.0,31.0,0.0,21.0,25.0,42.0,12.0,1.0,180.0,506.0,254.0,25.0,3459.0,21.0,0.87238336,55.25,0.083333336,0.047244094,0.04,0.08724409,1
168.0,13.0,1.0,240.0,318.0,157.0,29.0,28.0,91.0,362.0,0.0,367.0,285.0,111.0,209.0,2.0,240.0,5773.0,2586.0,68.0,5455.0,0.0,0.944916,1.0239234,0.009569378,0.0808198,0.029411765,0.11023156,1
288.0,7.0,6.666667,169.0,687.3334,186.66667,1454.3334,529.3334,53.666668,414.6667,0.0,414.33334,371.6667,242.66667,196.0,73.0,177.66667,826.6667,1733.3334,536.6667,174.66667,38.666668,0.20568149,11.074699,0.3708744,0.113089755,0.15361473,0.26670447,1
343.69238,16.0,25.0,240.00005,2795.0,608.9617,3191.0,564.0,43.0,698.0,0.0,698.0,529.0,43.0,542.0,1.0,240.00005,26257.006,3482.0007,2.0,23462.0,0.0,0.89355236,8.051593,0.0018450182,0.15565777,0.5,0.6556577,0
268.44446,26.000002,14.000001,240.0,802.00006,552.2222,64.0,80.0,207.33333,5.0,0.0,7.0000005,7.0000005,209.11113,1.0,0.0,240.0,864.00006,30.0,4.0,62.0,0.0,0.07175927,696.2222,0.0,0.03333334,0.0,0.03333334,1
240.0,4.0,10.0,240.0,463.0,77.0,435.0,86.0,48.0,208.0,0.0,433.0,543.0,192.0,69.0,350.0,240.0,260.0,335.0,1420.0,203.0,0.0,0.4384449,8.666667,5.072464,0.20597015,0.24647887,0.45244902,1
307.76126,28.052238,28.589561,216.50752,1278.2764,616.3584,88.00748,92.95525,31.29851,14.731342,0.0,12.119405,26.395527,35.06717,10.559705,1.723881,196.7613,880.2165,77.91791,6.791047,398.0598,20.194033,0.31150043,67.47781,0.14611664,0.09995941,0.27130488,0.37126416,0
264.0,27.0,4.0,240.0,1116.0,666.0,283.0,184.5,90.0,70.5,0.0,49.5,38.5,131.0,14.0,3.0,240.0,1830.0,549.5,104.5,714.0,0.0,0.38930312,80.96429,0.21428572,0.025477728,0.028708791,0.05418652,1
200.0,10.0,26.0,240.0,32512.0,182.0,7682.0,1403.0,22.0,785.0,0.0,882.0,675.0,23.0,834.0,4.0,240.0,16418.0,8394.0,10.0,16094.0,0.0,0.49501723,11.111511,0.004796163,0.09935668,0.4,0.4993567,0
224.0,8.0,9.0,210.0,20005.0,132.0,3120.0,424.0,49.0,1088.0,0.0,861.0,767.0,278.0,492.0,26.0,181.0,7861.0,3060.0,74.0,12144.0,29.0,0.6070482,7.4715447,0.05284553,0.16078432,0.35135135,0.5121357,1
312.0,11.0,9.0,7.0,1768.0,391.0,3318.0,579.0,63.0,1572.0,0.0,1464.0,1230.0,172.0,920.0,29.0,7.0,1597.0,3582.0,85.0,171.0,0.0,0.09671946,4.6608696,0.031521738,0.25683975,0.34117648,0.5980162,0
80.0,7.0,23.0,240.0,893.0,148.0,73.0,97.0,31.0,7.0,0.0,5.0,9.0,34.0,4.0,0.0,241.0,922.0,70.0,8.0,29.0,1.0,0.031453364,79.5,0.0,0.057142857,0.0,0.057142857,0
226.4243,20.545462,20.42425,191.96976,2217.5764,389.93948,370.6364,331.72736,88.75758,47.909103,0.0,27.393944,41.909096,111.81821,18.424246,2.6666675,189.12125,1011.3336,323.03036,34.66667,1206.2426,4.060607,0.5438403,69.17778,0.20432164,0.055971444,0.07255228,0.12852377,0
403.0,10.0,3.0000002,240.00002,432.00003,0.0,17.750002,4.0,211.00002,376.375,0.0,298.0,1794.75,558.37506,28.125,784.5,240.00002,448.125,28.125,784.5,27.375002,0.0,0.05740859,0.77361107,27.927782,1.0,1.0,2.0,0
328.0,49.0,29.0,145.0,2018.0,673.0,32.0,59.0,69.0,4.0,0.0,3.0,9.0,70.0,2.0,0.0,179.0,1708.0,10.0,1.0,310.0,34.0,0.15361744,382.0,0.0,0.2,0.0,0.2,1
248.0,35.0,14.0,240.0,32386.0,102.0,0.0,0.0,12.0,464.0,0.0,464.0,333.0,12.0,958.0,0.0,240.0,32764.0,2332.0,0.0,378.0,0.0,0.011537053,0.106471814,0.0,0.41080618,0.0,0.41080618,0
387.9112,15.622226,28.644453,213.91113,1211.7782,784.1336,141.2667,97.73336,47.555557,28.333334,0.0,30.955564,37.066677,52.511124,28.222225,1.0666668,221.26671,1711.5111,140.71114,3.955556,499.73343,18.555563,0.2911772,79.6166,0.0842825,0.16911338,0.41683513,0.5859487,0
416.0,48.25,11.75,240.0,1991.75,404.75,0.0,0.5,54.25,1.5,0.0,1.5,6.75,54.25,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
414.85715,33.0,49.000004,240.00002,722.00006,101.28572,55.857147,33.857147,80.0,33.0,0.0,17.0,36.0,100.00001,12.000001,4.0,240.00002,1487.0001,109.00001,24.000002,765.00006,0.0,0.51445866,15.916666,0.33333334,0.11009175,0.16666667,0.27675843,0
136.0,7.0,14.0,208.0,494.0,14.0,800.0,205.0,4.0,236.0,0.0,164.0,225.0,84.0,123.0,12.0,64.0,1306.0,833.0,58.0,812.0,144.0,0.62174577,8.284553,0.09756097,0.14765906,0.20689656,0.3545556,1
408.0,35.0,14.0,240.0,32386.0,438.0,0.0,0.0,12.0,464.0,0.0,464.0,333.0,12.0,958.0,0.0,240.0,32764.0,2332.0,0.0,378.0,0.0,0.011537053,0.4572025,0.0,0.41080618,0.0,0.41080618,0
128.0,43.0,30.0,240.0,1032.0,455.0,47.0,64.0,159.0,45.0,0.0,37.0,51.0,167.0,31.0,2.0,240.0,2101.0,182.0,16.0,1069.0,0.0,0.50880533,18.258064,0.06451613,0.17032968,0.125,0.29532966,1
396.2667,8.600002,12.6,155.00003,2253.0,791.20013,113.40002,246.80003,118.60001,10.8,0.0,10.8,14.800001,118.60001,3.8000011,0.0,139.60004,2319.2007,71.8,3.400001,66.200005,21.400005,0.027607102,346.38004,0.0,0.05827441,0.0,0.05827441,0
352.0,27.0,31.0,240.0,800.0,481.0,1965.0,873.0,74.0,220.0,0.0,207.0,183.0,127.0,126.0,7.0,240.0,696.0,2324.0,187.0,104.0,0.0,0.13,26.34127,0.055555556,0.05421687,0.037433155,0.091650024,0
368.0,50.0,29.0,240.0,1855.0,766.0,4.0,12.0,35.0,2.0,0.0,2.0,2.0,35.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
323.7779,28.000006,1.7500005,240.00006,528.4168,46.86112,467.0556,180.80557,260.61118,486.44446,0.0,535.5556,380.50012,265.61118,277.1945,3.6111119,240.00006,5666.668,4413.502,179.8056,5138.252,0.0,0.90634125,2.4901054,0.012944769,0.06279067,0.019871468,0.08266215,0
161.42862,30.160717,28.232143,144.42865,1740.3395,319.12512,48.66072,79.875015,53.482162,7.3392873,0.0,6.071429,12.357148,54.946434,5.3571453,1.0000004,174.42862,1745.911,29.01786,3.0178578,35.92858,30.714294,0.020145515,101.77463,0.17976364,0.26123148,0.26489854,0.5261302,0
130.18182,41.18182,34.81819,48.9091,1108.091,154.8182,1880.091,472.7273,39.36364,341.9091,0.0,319.36368,267.90912,66.81819,221.18182,4.454546,124.000015,823.6364,2053.9094,38.63637,284.45462,76.18182,0.25876665,11.411545,0.01915037,0.107454486,0.10711702,0.2145715,0
165.0,10.0,1.0,240.00002,290.875,47.375004,428.37503,160.5,18.5,89.25,0.0,141.75,60.625004,71.125,40.625,10.0,227.75002,2987.1252,528.25,423.125,2696.2502,12.25,0.9026606,21.557432,0.3072917,0.07907764,0.032443088,0.11152074,0
300.0,19.0,26.0,240.0,1415.0,521.8334,1329.0,372.0,244.33334,155.0,0.0,132.0,125.0,279.33334,119.0,4.0,240.0,2886.0,1534.0,59.0,1471.0,0.0,0.5097021,18.679276,0.03361345,0.07757497,0.06779662,0.14537159,1
234.46158,6.7692323,21.38462,240.00005,2626.2314,436.30777,254.23082,226.15388,62.807713,28.846163,0.0,16.769234,27.07693,75.00001,15.000003,1.0,240.00005,1844.385,214.92314,21.769236,781.8463,0.0,0.29770175,61.11284,0.06666671,0.06979256,0.046006627,0.11579916,0
103.703735,23.444448,29.000002,231.2963,1329.3334,166.33337,569.5927,220.48152,34.88891,59.4815,0.0,57.333332,57.48149,40.85186,60.148163,1.4074075,232.11111,2941.1113,624.22235,9.481483,1611.7782,0.8148152,0.54894257,17.040228,0.025580855,0.09987233,0.21889746,0.31876978,0
320.0,30.0,16.0,29.0,1042.0,358.0,10501.0,1529.0,83.0,2377.0,0.0,2353.0,1621.0,109.0,1340.0,8.0,29.0,1690.0,11363.0,61.0,648.0,0.0,0.38343194,9.244776,0.0059701493,0.117926605,0.13114753,0.24907415,0
212.0,31.5,14.0,208.5,1268.0,579.5,1432.5,453.5,157.5,153.5,0.0,143.0,114.0,176.0,83.0,1.5,208.5,768.0,1622.0,39.5,500.0,0.0,0.39330542,29.89423,0.018502332,0.051206782,0.06016043,0.11136721,1
358.0,8.0,14.0,240.0,1251.0,612.5,176.0,140.0,195.75,503.0,0.0,58.0,316.0,642.5,90.0,6.0,194.0,3760.0,305.0,18.0,2509.0,46.0,0.66728723,10.316667,0.06666668,0.29508197,0.33333334,0.6284153,1
384.0,6.0,19.0,15.0,861.0,478.0,2148.0,872.0,168.0,319.0,0.0,251.0,306.0,278.0,205.0,4.0,187.0,779.0,2661.0,203.0,82.0,172.0,0.0952381,17.063416,0.019512195,0.077038705,0.019704433,0.096743144,1
404.0,12.0,3.0,169.0,901.0,127.5,1906.0,215.5,32.5,928.0,0.0,313.0,642.5,687.5,185.5,120.0,48.5,880.5,966.5,403.0,33.5,120.5,0.035115674,12.12343,0.6469426,0.19192703,0.29776675,0.48969376,1
336.0001,30.818182,29.97728,103.04547,1128.9093,606.86365,497.77274,390.65918,113.86365,68.84092,0.0,48.79547,65.27273,138.22728,30.590912,3.2727275,46.34092,1292.1367,462.65915,39.863644,192.77275,77.20456,0.14650063,52.30178,0.10718424,0.06509685,0.10623697,0.17133386,0
362.40005,11.933336,1.0,200.66667,315.50015,14.800005,325.73346,64.80001,4.800002,142.8667,0.0,534.86676,91.666695,93.80001,37.066685,22.53334,200.66667,306.43344,318.90012,1548.3671,22.066675,0.0,0.06319063,14.7424345,1.2576171,0.11161934,0.015010593,0.12662993,0
312.0,23.0,12.0,240.0,1502.0,475.0,2854.0,842.0,108.0,253.0,0.0,230.0,198.0,139.0,173.0,4.0,240.0,1325.0,3205.0,86.0,177.0,0.0,0.117842875,24.109827,0.023121387,0.05397816,0.046511628,0.10048979,0
176.0,19.0,26.0,240.0,27218.0,270.0,398.0,257.0,62.0,69.0,0.0,35.0,54.0,110.0,24.0,9.0,240.0,1153.0,312.0,62.0,26065.0,0.0,0.9576383,38.541668,0.375,0.07692308,0.14516129,0.22208437,0
344.0,2.0,27.0,165.0,612.0,679.0,112.0,171.0,72.0,22.0,0.0,15.0,34.0,81.0,13.0,1.0,120.0,709.0,94.0,7.0,97.0,45.0,0.13681242,74.0,0.07692308,0.13829787,0.14285715,0.28115502,1
96.0,21.0,36.0,240.0,4901.0,142.0,267.0,153.0,28.0,41.0,0.0,15.0,28.0,55.0,13.0,2.0,240.0,1186.0,215.0,27.0,3715.0,0.0,0.7580086,43.23077,0.15384616,0.060465116,0.074074075,0.13453919,1
258.6667,30.0,43.0,240.0,2015.0,512.0,91.0,104.0,310.33334,20.0,0.0,15.0,29.0,318.6667,3.0,6.0,240.0,1383.0,51.0,26.0,632.0,0.0,0.31364763,235.66666,2.0,0.058823533,0.23076925,0.2895928,0
147.1579,7.4868436,0.9999999,240.00005,340.39487,1.394737,53.868443,6.3947396,20.684216,26.986843,0.0,603.97394,3.671054,35.342106,1.0263163,0.9342107,240.00005,314.81583,56.90791,1731.2504,60.68423,0.0,0.14760372,8.442438,0.21217108,0.01156232,0.00053844164,0.012100759,0
198.50002,16.5625,22.812502,193.65631,2138.5317,382.75012,104.46876,153.84378,64.78126,11.000001,0.0,8.562501,14.187501,68.218765,4.7812505,0.6875002,200.65628,1516.6255,54.03126,5.6875014,621.90643,16.6875,0.2905961,123.187004,0.111968264,0.13317323,0.08655627,0.21972947,0
198.40001,21.2,17.4,188.0,17503.4,304.0,954.0,199.0,23.0,296.2,0.0,267.2,222.0,76.6,172.6,12.8,157.40001,6328.4,984.8,72.4,11175.0,54.600002,0.6380862,10.076231,0.06457323,0.17163005,0.4017857,0.57341576,1
266.087,7.7391315,5.52174,141.7392,1770.0002,135.6957,953.3914,73.34784,46.30436,545.91315,0.0,65.34785,245.52174,560.00006,30.869574,25.39131,141.7392,1632.3481,128.08698,79.826096,143.30443,0.0,0.07998046,42.536697,0.98314977,0.27945632,0.392246,0.67170227,0
323.61295,3.8387103,1.8709681,60.612926,379.7742,175.58064,1084.1614,381.77426,58.000015,341.19357,0.0,409.2258,195.35486,299.9356,87.19357,23.870975,59.83873,339.32266,1307.3873,609.8388,75.67743,0.77419364,0.18870987,19.959558,0.2664737,0.06688535,0.041518945,0.10840431,0
184.0,13.0,38.0,240.0,1020.0,876.0,42.0,44.0,36.0,9.0,0.0,5.0,15.0,41.0,6.0,0.0,240.0,1116.0,30.0,2.0,96.0,0.0,0.086021505,160.33333,0.0,0.2,0.0,0.2,1
352.88892,49.000004,1.0,240.0,304.33334,125.0,646.55554,287.22226,33.0,122.0,0.0,557.4445,63.0,102.11112,35.0,6.0000005,240.0,312.22223,665.11115,3902.111,9.222223,0.0,0.028073719,30.250793,0.17142859,0.05262628,0.001545224,0.0541715,0
364.8001,7.4000015,8.000001,209.2,431.1,47.20001,878.5501,197.85002,30.400007,255.95007,0.0,190.55003,356.75006,115.20001,108.6,11.4000025,209.2,462.75,709.4001,76.60002,31.650007,0.0,0.06703746,10.3843,0.096027926,0.15302609,0.097107925,0.25013408,0
352.0,5.0,2.0,240.0,703.0,6.0,90.0,13.0,1.0,54.0,0.0,31.0,851.0,23.0,0.0,0.0,240.0,711.0,0.0,0.0,8.0,0.0,0.011251758,0.0,0.0,0.0,0.0,0.0,0
344.0,42.0,47.0,134.0,32748.0,468.0,0.0,0.0,11.0,481.0,0.0,539.0,714.0,13.0,655.0,3.0,229.0,5145.0,5260.0,6.0,27603.0,95.0,0.84289116,0.7145038,0.0045801527,0.12452471,0.5,0.6245247,1
326.70975,26.193554,21.032263,175.51613,3550.226,370.29044,5345.743,1065.3228,109.74197,907.70984,0.0,836.7422,685.83887,216.12904,525.5484,24.451614,171.70969,1376.8394,5852.098,179.67743,2173.3882,3.8064523,0.6164879,16.374632,0.03896933,0.08889134,0.10835148,0.19724286,0
384.0,5.0,2.0,211.0,1787.0,279.0,5819.0,1084.0,94.0,2769.0,0.0,2535.0,2308.0,384.0,1549.0,142.0,135.0,5026.0,6025.0,356.0,3239.0,76.0,0.6444489,4.63654,0.09167205,0.25709543,0.3988764,0.6559718,1
388.0,13.0,32.0,240.0,1224.1667,296.1667,1.1666667,1.5,102.0,230.16667,0.0,229.0,160.16667,104.0,148.0,2.0,240.0,9138.0,1627.0,3.0,7913.8335,0.0,0.86603564,2.0191443,0.013513515,0.090964966,0.6666667,0.7576317,1
322.85724,11.892859,3.071429,228.2143,543.0002,99.46431,2465.9646,316.7501,27.821436,893.25006,0.0,968.5716,555.1073,648.2503,206.28575,299.7858,228.2143,514.14307,1840.643,2915.2153,133.28577,0.0,0.19495577,14.972464,1.8087442,0.11124504,0.09690624,0.2081513,0
179.6364,22.772732,18.772728,235.31824,3562.455,130.90913,7.8636374,9.863637,193.2273,7.3636365,0.0,5.909091,8.272728,195.72733,3.136364,0.13636364,238.81824,2205.41,32.68182,2.2727275,1357.0458,3.5,0.38104323,97.39955,0.011029413,0.087277696,0.05080214,0.13807984,0
56.0,11.0,14.0,240.0,28370.0,47.0,2256.0,348.0,11.0,197.0,0.0,191.0,148.0,18.0,145.0,3.0,240.0,3886.0,2445.0,25.0,24484.0,0.0,0.8630243,18.282759,0.020689655,0.059304703,0.12,0.1793047,1
163.87103,23.129038,29.500013,233.98387,2210.8074,209.27423,30.903229,39.983875,55.032276,6.0645185,0.0,5.177421,11.629036,55.838722,5.2741933,0.22580653,234.20973,1953.1779,36.95162,1.5806457,257.62912,7.483872,0.11639412,11.536416,0.023643699,0.13302346,0.07085255,0.20387603,0
169.33334,15.66667,23.833342,239.58337,1692.0422,227.70831,1596.4795,454.22925,45.208344,172.43755,0.0,159.22916,141.02087,68.41669,110.95836,6.6666694,239.58337,1246.3544,1715.7297,68.2292,445.68762,0.0,0.2617914,22.273281,0.046389773,0.064903736,0.1248402,0.18974392,0
368.0,5.0,9.0,186.0,32318.0,192.0,5346.0,618.0,81.0,2582.0,0.0,2399.0,2016.0,302.0,1485.0,93.0,184.0,17128.0,5762.0,234.0,15190.0,2.0,0.47001672,4.1454544,0.062626265,0.257723,0.3974359,0.65515894,0
312.0,25.0,16.0,248.0,691.0,10.0,2.0,3.0,126.0,66.0,0.0,41.0,71.0,155.0,29.0,3.0,100.0,1288.0,435.0,44.0,597.0,148.0,0.46350932,0.51724136,0.10344828,0.06666667,0.06818182,0.13484849,1
368.0,9.0,7.0,166.0,1410.0,146.0,926.0,268.0,41.0,295.0,0.0,311.0,531.0,161.0,190.0,182.0,166.0,943.0,1040.0,604.0,467.0,0.0,0.33120567,7.0526314,0.95789474,0.1826923,0.30132452,0.4840168,0
98.28573,22.342857,19.371431,205.05717,1404.3146,154.82861,91.400024,85.05716,31.942858,16.200003,0.0,11.485714,28.800007,37.82858,11.400003,1.8285717,200.17148,2737.0864,88.60001,10.114287,1332.7719,24.771431,0.48714817,34.865635,0.10038296,0.14615466,0.1531205,0.29927516,0
209.7778,22.61111,25.55556,236.33336,2637.278,269.7778,4203.389,870.44464,63.388905,555.05566,0.0,552.11115,398.5556,77.33334,344.27783,4.1666675,231.88889,8296.39,4569.334,30.500008,5659.112,4.4444447,0.682159,19.887115,0.010163422,0.074946776,0.15177824,0.226725,0
296.0,6.0,4.0,245.0,961.0,542.0,730.0,288.0,94.0,80.0,0.0,78.0,63.0,96.0,69.0,7.0,228.0,1511.0,753.0,19.0,550.0,17.0,0.36399734,22.608696,0.10144927,0.09163347,0.36842105,0.46005452,0
408.0,28.0,44.0,153.0,1154.0,758.0,2176.0,476.0,80.0,251.0,0.0,248.0,216.0,83.0,232.0,0.0,197.0,1159.0,2318.0,6.0,5.0,44.0,0.004314064,14.698276,0.0,0.10008628,0.0,0.10008628,1
85.09091,15.272731,4.0454555,240.63641,509.27283,53.636364,145.5455,94.45457,15.772731,25.545462,0.0,30.818182,22.181824,28.68182,7.9545484,4.136365,240.63641,706.22736,149.59093,47.363644,196.95459,0.0,0.27881572,48.44933,0.38253555,0.05644534,0.11864912,0.17509446,0
313.2632,9.192985,4.491229,240.00005,1460.6146,585.7721,264.772,191.08777,320.77194,38.263157,0.0,24.298248,39.842113,341.7721,18.245619,6.0877204,240.00005,1172.6495,246.14043,42.421055,287.965,0.0,0.1982983,60.77242,0.43269983,0.073566824,0.1420772,0.21564397,0
136.0,39.0,27.0,178.0,737.0,168.0,727.0,364.0,32.0,94.0,0.0,72.0,79.0,57.0,54.0,2.0,181.0,1149.0,790.0,19.0,412.0,3.0,0.35857266,23.314816,0.037037037,0.06835443,0.10526316,0.17361759,1
312.39026,3.6097572,0.99999994,240.00005,264.78055,58.024395,168.7805,109.853676,22.682932,33.292698,0.0,92.26831,22.560986,35.31708,5.6341476,2.439025,240.00005,673.1465,194.43907,209.02443,408.36594,0.0,0.6062757,62.890865,0.4053486,0.028725019,0.016579527,0.045304548,0
104.0,10.0,26.0,240.0,1086.0,196.0,37.0,57.0,19.0,4.0,0.0,5.0,8.0,20.0,3.0,1.0,240.0,1489.0,17.0,4.0,403.0,0.0,0.27065143,96.666664,0.33333334,0.1764706,0.25,0.42647058,0
296.0,44.0,13.0,24.0,1546.0,471.0,562.0,236.0,210.0,185.0,0.0,107.0,149.0,318.0,86.0,12.0,24.0,1474.0,1443.0,165.0,72.0,0.0,0.0465718,14.755814,0.13953489,0.05959806,0.07272727,0.13232534,1
186.66667,11.0,5.666667,194.66667,8591.0,52.666668,1395.0,306.33334,20.666668,325.33334,0.0,314.6667,354.6667,89.333336,197.0,78.0,168.33334,4030.0,1572.6667,261.33334,4561.0,26.333334,0.5299084,9.025488,0.42539626,0.12537766,0.27854636,0.40392405,1
92.70588,6.911766,7.0294127,240.00005,531.8824,3.7500005,33.95589,3.9117646,0.9117647,18.191175,0.0,9.676474,184.60298,9.029412,0.0,0.0,240.00005,527.0148,0.0,0.0,18.01471,0.0,0.033149045,0.0,0.0,0.0,0.0,0.0,0
253.81819,44.000004,25.09091,240.0,1502.091,498.63638,145.27274,112.000015,324.45456,14.181819,0.0,10.636364,15.09091,331.45456,7.727273,2.0909092,240.0,885.1818,119.45455,22.272728,616.9091,0.0,0.41055092,98.98183,0.28181824,0.06453913,0.09723321,0.16177237,0
264.0,34.0,33.0,191.0,1255.0,542.0,2.0,21.0,4.0,2.0,0.0,2.0,13.0,4.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199.42857,31.14286,17.285717,138.14287,856.9286,297.07147,475.00006,364.64288,51.571434,69.14286,0.0,46.214287,46.71429,92.642876,23.000002,2.357143,49.35715,1119.2859,521.0,88.57144,262.35718,88.78572,0.23399748,58.685844,0.12997454,0.043382205,0.031555984,0.07493818,0
337.33334,15.0,1.5,134.5,455.5,220.83334,1463.5,531.0,57.166668,590.0,0.0,343.0,306.6667,532.8334,135.16667,45.166668,166.83334,393.83334,1429.3334,684.0,61.666668,77.0,0.11453183,16.449509,0.3353327,0.094432436,0.066004895,0.16043733,1
272.0,28.0,38.0,245.0,21504.0,506.0,1122.0,292.0,54.0,126.0,0.0,124.0,105.0,56.0,165.0,0.0,244.0,5397.0,1176.0,6.0,16107.0,1.0,0.74902344,11.636364,0.0,0.14030612,0.0,0.14030612,1
272.0,3.0,1.0,240.0,256.0,0.0,0.0,4.0,327.0,71.0,0.0,133.0,21.0,383.0,15.0,2.0,240.0,722.0,406.0,242.0,466.0,0.0,0.6454294,0.26666668,0.13333334,0.036945812,0.008264462,0.045210276,0
184.0,13.0,4.0,210.0,30880.0,112.0,2068.0,261.0,38.0,416.0,0.0,410.0,351.0,87.0,251.0,184.0,200.0,9098.0,2253.0,386.0,21782.0,10.0,0.7053757,9.7251,0.73306775,0.11140701,0.47668394,0.58809096,1
72.0,16.0,30.0,240.0,32181.0,51.0,1883.0,520.0,13.0,182.0,0.0,174.0,126.0,28.0,121.0,4.0,240.0,12975.0,2035.0,80.0,19206.0,0.0,0.5968118,20.280993,0.03305785,0.05945946,0.05,0.10945946,0
